item,itemLabel,position,positionLabel,startDate,endDate,source,sourceDate,psid
Q4697192,Aime Emmanuel Yoka,Q112320688,Justice and Human Rights,2007-03-03,2016-04-30,,2022-06-10,Q4697192-2929ABF0-D148-43D5-8FDF-A256877D41D6
Q50379869,Aimé Ange Wilfrid Bininga,Q112320658,Civil Service,2016-04-30,2017-08-22,,2022-06-10,Q50379869-E0725CDA-A1AA-4DCB-AD0C-05BC87D9D793
Q50379869,Aimé Ange Wilfrid Bininga,Q112320688,"Justice, Human Rights and Promotion of Indigenous Peoples",2017-08-22,,,2022-06-10,Q50379869-147FD2FF-EB15-4553-B6E2-CB0C3936D543
Q4705620,Alain Akouala Atipault,Q112320661,Communications and Government Spokesman,2002-08-18,2005-01-07,,2022-06-10,Q4705620-2C3687EF-52D1-4239-8DA3-6F3EA291F62C
Q4705620,Alain Akouala Atipault,Q112320661,Communications and Relations with the Parliament,2007-03-03,2009-09-15,,2022-06-10,Q4705620-6A06ADAA-7498-4E04-9418-5B7C165E7760
Q4705620,Alain Akouala Atipault,Q112320711,Special Economic Zones,2009-09-15,2015-08-11,,2022-06-10,Q4705620-CD798E9F-7071-4CEF-BA64-493318403F4B
Q4705620,Alain Akouala Atipault,Q112320711,Special Economic Zones,2016-04-30,2017-08-22,,2022-06-10,Q4705620-E61C1FC3-7307-4CED-ABE0-69F245E8B359
Q4705682,Alain Moka,Q98966140,Health and Population,2002-08-18,2005-01-07,,2022-06-10,Q4705682-C2FC6E87-606A-47C0-8E46-D46F9DCE06E1
Q112321240,Alphonse Gando,Q98966140,Health and Population,2005-01-07,2007-03-03,,2022-06-10,Q112321240-A81BFF17-0A52-4D49-B3CA-15BCFAF32890
Q112321242,Alphonse Mbama,Q112320681,Industrial Development,1999-01-13,2002-08-18,,2022-06-10,Q112321242-D6C6F9F4-F11A-484E-ABEC-FB191276D1C1
Q4752077,Anatole Collinet Makosso,Q112320657,Civic Education and Youth,2011-08-17,2015-08-11,,2022-06-10,Q4752077-041F558C-0110-477E-9A13-7FD5E37099BF
